full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Vannasone Douangmaity,25,858412800,1997-03-15,WC Qualification Asia,2022,Forward,Laos,118,28,90,Laos,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.76,118,59,0,0,0,-1,-1,-1,7
Vezirgeldi Ylyasov,30,695721600,1992-01-18,WC Qualification Asia,2022,Midfielder,Turkmenistan,180,90,90,Turkmenistan,2,1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,30
Vicheth Oum,28,754387200,1993-11-27,WC Qualification Asia,2022,Goalkeeper,Cambodia,0,0,0,Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Victor Chukwuekezie Igbonefo,36,497775600,1985-10-10,WC Qualification Asia,2022,Defender,Indonesia,0,0,0,Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Việt Anh Bùi Hoàng,23,915177600,1999-01-01,WC Qualification Asia,2022,Defender,Vietnam,219,129,90,Vietnam,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0.82,110,73,219,0,0.41,-1,-1,-1,11
Việt Phong Nguyễn,30,701337600,1992-03-23,WC Qualification Asia,2022,Midfielder,Vietnam,23,0,23,Vietnam,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.91,23,23,0,0,0,-1,-1,-1,24
Viktor Maier,32,642841200,1990-05-16,WC Qualification Asia,2022,Forward,Kyrgyzstan,244,244,0,Kyrgyzstan,3,3,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,1,0,0,0,0,0,0,0,1.11,81,81,244,0,0.37,-1,-1,-1,13
Vinit Rai Chamling,24,876466800,1997-10-10,WC Qualification Asia,2022,Midfielder,India,78,0,78,India,2,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1.15,78,39,0,0,0,-1,-1,-1,11
Visal Soeuy,27,808815600,1995-08-19,WC Qualification Asia,2022,Defender,Cambodia,798,450,348,Cambodia,9,5,4,1,0,1,0,0,0,0,0,1,1,0,35,16,19,2,1,0.11,0,0.11,0,0.26,798,3.95,23,89,399,0,0.23,211,384,219,5
Vitalij Lux,33,604569600,1989-02-27,WC Qualification Asia,2022,Forward,Kyrgyzstan,227,57,170,Kyrgyzstan,4,2,2,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0.79,114,57,0,0,0,-1,-1,-1,21
Vouria Ghafouri,34,559119600,1987-09-20,WC Qualification Asia,2022,Defender,Iran,0,0,0,Iran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Wa Keng Ng,23,933577200,1999-08-02,WC Qualification Asia,2022,Midfielder,Macau,0,0,0,Macau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Wa Seng Ng,23,933577200,1999-08-02,WC Qualification Asia,2022,Midfielder,Macau,90,90,0,Macau,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,9
Wafi Aminuddin,22,969433200,2000-09-20,WC Qualification Asia,2022,Defender,Brunei,5,5,0,Brunei Darussalam,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,-1,13
Wahyt Orazsähedow,30,696412800,1992-01-26,WC Qualification Asia,2022,Forward,Turkmenistan,212,90,122,Turkmenistan,3,1,2,1,0,1,0,0,0,0,0,1,0,1,3,2,1,0,0,0.42,0,0.42,0,0.74,212,1.27,71,71,0,0,0,-1,-1,-1,5
Wai Keung Chung,26,814258800,1995-10-21,WC Qualification Asia,2022,Forward,Hong Kong,220,39,181,Hong Kong,6,2,4,0,0,0,0,0,0,0,0,1,1,0,5,0,5,0,0,0,0,0,0,0,0,2.05,44,37,0,0,0,-1,-1,-1,24
Wai Lim Yu,23,906361200,1998-09-21,WC Qualification Asia,2022,Defender,Hong Kong,105,44,61,Hong Kong,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1.71,53,53,0,0,0,-1,-1,-1,16
Wai Wong,29,716713200,1992-09-17,WC Qualification Asia,2022,Midfielder,Hong Kong,116,92,24,Hong Kong,4,2,2,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1.55,58,29,0,0,0,-1,-1,-1,17
Waleed Mohamed Abdulla Ali Al Hayam,31,665568000,1991-02-03,WC Qualification Asia,2022,Defender,Bahrain,474,114,360,Bahrain,6,2,4,0,0,0,0,0,0,0,0,5,2,3,3,0,3,0,0,0,0,0,0,0,0,0.57,158,79,0,0,0,492,95,54,19
Walid Abbas Murad Yousuf Al Balooshi,37,487321200,1985-06-11,WC Qualification Asia,2022,Defender,UAE,1353,732,621,UAE,16,9,7,0,0,0,1,1,0,0,0,6,5,1,11,5,6,2,0,0.07,0.07,0,0,0,0,0.73,123,85,677,1353,0.13,242,79,71,46
Wang Kit Tsui,25,852451200,1997-01-05,WC Qualification Asia,2022,Defender,Hong Kong,477,360,117,Hong Kong,6,4,2,0,0,0,0,0,0,0,0,2,2,0,5,3,2,2,0,0,0,0,0,0,0,0.94,95,80,239,0,0.38,387,338,90,28
Ward Salama,28,774255600,1994-07-15,WC Qualification Asia,2022,Midfielder,Syria,460,277,183,Syria,8,4,4,1,1,0,0,0,0,0,0,3,2,1,5,2,3,1,0,0.2,0,0.2,0.32,0,460,0.98,92,58,460,0,0.2,146,352,-1,10
Wataru Endo,29,729244800,1993-02-09,WC Qualification Asia,2022,Defender,Japan,1120,503,617,Japan,13,6,7,1,1,0,0,0,0,0,0,10,4,6,3,2,1,3,0,0.08,0,0.08,0.18,0,1120,0.24,373,86,373,0,0.24,226,144,12,13
Wawan Febrianto,28,761990400,1994-02-23,WC Qualification Asia,2022,Midfielder,Indonesia,33,33,0,Indonesia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.73,33,33,0,0,0,-1,-1,-1,30
Wawan Hendrawan,39,410860800,1983-01-08,WC Qualification Asia,2022,Goalkeeper,Indonesia,90,0,90,Indonesia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,23,90,0,0,0,-1,-1,-1,47
Weerasinghe Sinnath Thommelage Don Sujan Perera,40,395823600,1982-07-18,WC Qualification Asia,2022,Goalkeeper,Sri Lanka,630,270,360,Sri Lanka,7,3,4,0,0,0,0,0,0,0,0,0,0,0,24,10,14,0,0,0,0,0,0,0,0,3.43,26,90,0,0,0,407,371,214,2
Wei-chuan Chen,30,715071600,1992-08-29,WC Qualification Asia,2022,Defender,Taiwan,630,270,360,Taiwan,7,3,4,0,0,0,0,0,0,0,0,0,0,0,32,11,21,2,0,0,0,0,0,0,0,4.57,20,90,315,0,0.29,339,293,224,19
Wen-Chieh Pan,30,709801200,1992-06-29,WC Qualification Asia,2022,Goalkeeper,Taiwan,450,270,180,Taiwan,5,3,2,0,0,0,0,0,0,0,0,0,0,0,25,11,14,0,0,0,0,0,0,0,0,5,18,90,0,0,0,350,294,225,5
Will Donkin,21,977817600,2000-12-26,WC Qualification Asia,2022,Midfielder,Taiwan,290,112,178,Taiwan,4,2,2,0,0,0,0,0,0,0,0,0,0,0,19,5,14,0,0,0,0,0,0,0,0,5.9,15,73,0,0,0,344,301,-1,24
Win Aung Tin,30,703234800,1992-04-14,WC Qualification Asia,2022,Midfielder,Myanmar,53,37,16,Myanmar,3,2,1,1,1,0,0,0,0,0,0,1,1,0,2,0,2,0,0,1.7,0,1.7,2.43,0,53,3.4,27,18,0,0,0,-1,-1,-1,4
Witan Sulaeman,20,1002524400,2001-10-08,WC Qualification Asia,2022,Midfielder,Indonesia,158,44,114,Indonesia,3,1,2,0,0,0,0,0,0,0,0,0,0,0,9,3,6,1,0,0,0,0,0,0,0,5.13,18,53,158,0,0.57,-1,-1,-1,5
Wiyannala Gedara Pathum Vimukthi Madumal,22,955954800,2000-04-17,WC Qualification Asia,2022,Midfielder,Sri Lanka,0,0,0,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Won Sang Eom,23,915609600,1999-01-06,WC Qualification Asia,2022,Midfielder,South Korea,2,0,2,South Korea,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,21
Woo Yeong Jeong,23,937810800,1999-09-20,WC Qualification Asia,2022,Midfielder,South Korea,69,0,69,South Korea,2,0,2,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1.3,0,1.3,0,1.3,69,0,0,35,0,0,0,-1,-1,-1,14
Woo Young Jung,32,629625600,1989-12-14,WC Qualification Asia,2022,Midfielder,South Korea,983,443,540,South Korea,11,5,6,0,0,0,0,0,0,0,0,7,3,4,4,2,2,3,0,0,0,0,0,0,0,0.37,246,89,328,0,0.27,239,111,-1,34
Worachit Kanitsribampen,25,872406000,1997-08-24,WC Qualification Asia,2022,Forward,Thailand,0,0,0,Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Xaysavath Xaysavath,23,936342000,1999-09-03,WC Qualification Asia,2022,Goalkeeper,Laos,180,90,90,Laos,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5,180,90,0,0,0,-1,-1,-1,1
Xi Wu,33,603878400,1989-02-19,WC Qualification Asia,2022,Midfielder,China,1401,591,810,China,16,7,9,4,1,3,2,0,2,0,0,5,2,3,20,5,15,3,0,0.39,0.13,0.26,0.15,0.33,350,1.28,70,88,467,701,0.19,108,48,-1,3
Xiang Ji,32,636278400,1990-03-01,WC Qualification Asia,2022,Midfielder,China,74,74,0,China,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,-1,-1,-1,31
Xin Xu,28,766738800,1994-04-19,WC Qualification Asia,2022,Midfielder,China,470,233,237,China,6,3,3,1,0,1,0,0,0,0,0,0,0,0,8,2,6,1,0,0.19,0,0.19,0,0.38,470,1.53,59,78,470,0,0.19,151,192,-1,7
Xinghan Wu,29,730540800,1993-02-24,WC Qualification Asia,2022,Midfielder,China,268,150,118,China,5,3,2,1,1,0,0,0,0,0,0,2,1,1,3,1,2,0,0,0.34,0,0.34,0.6,0,268,1.01,89,54,0,0,0,-1,-1,-1,10
Xizhe Zhang,31,664617600,1991-01-23,WC Qualification Asia,2022,Midfielder,China,459,260,199,China,8,4,4,1,1,0,0,0,0,0,0,3,2,1,5,1,4,0,0,0.2,0,0.2,0.35,0,459,0.98,92,57,0,0,0,148,245,-1,11
Xu Yang,34,571651200,1988-02-12,WC Qualification Asia,2022,Forward,China,298,90,208,China,4,1,3,5,4,1,0,0,0,1,0,3,1,2,1,0,1,0,0,1.51,0,1.51,4,0.43,60,0.3,298,75,0,0,0,2,247,-1,2
Xuân Mạnh Phạm,26,825753600,1996-03-02,WC Qualification Asia,2022,Forward,Vietnam,61,0,61,Vietnam,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,2.95,31,61,61,0,1.48,-1,-1,-1,22
Xuân Trường Lương,27,799052400,1995-04-28,WC Qualification Asia,2022,Midfielder,Vietnam,290,60,230,Vietnam,8,2,6,0,0,0,0,0,0,0,0,1,1,0,6,0,6,1,0,0,0,0,0,0,0,1.86,48,36,290,0,0.31,508,540,-1,28
Yahia Nader,24,905497200,1998-09-11,WC Qualification Asia,2022,Midfielder,UAE,15,15,0,Egypt,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,15,15,0,0,0,-1,-1,-1,21
Yahya Alghassani,24,892882800,1998-04-18,WC Qualification Asia,2022,Forward,UAE,54,38,16,Tanzania,3,2,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1.67,0,1.67,2.37,0,54,0,0,18,0,0,0,-1,-1,-1,10
Yang Huang,38,435394800,1983-10-19,WC Qualification Asia,2022,Midfielder,Hong Kong,720,360,360,Hong Kong,8,4,4,0,0,0,0,0,0,0,0,2,2,0,12,3,9,0,0,0,0,0,0,0,0,1.5,60,90,0,0,0,386,336,-1,26
Yang Liu,27,803372400,1995-06-17,WC Qualification Asia,2022,Defender,China,141,90,51,China,4,1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1.28,71,35,0,0,0,-1,-1,-1,27
Yaqoob Ejaz Butt,34,589791600,1988-09-09,WC Qualification Asia,2022,Midfielder,Pakistan,156,90,66,Pakistan,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1.15,78,78,156,0,0.58,-1,-1,-1,3
Yar Mohammed Zakarkhel,25,873702000,1997-09-08,WC Qualification Asia,2022,Midfielder,Afghanistan,0,0,0,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Yaseen Khalil Abdallah Al Sheyadi,28,760435200,1994-02-05,WC Qualification Asia,2022,Midfielder,Oman,9,1,8,Oman,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,-1,31
Yasen Al Bakhet,34,570441600,1988-01-29,WC Qualification Asia,2022,Midfielder,Jordan,347,238,109,Jordan,6,4,2,0,0,0,0,0,0,0,0,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0.26,347,58,0,0,0,351,344,-1,18
Yashir Armando Pinto Islame,32,642236400,1990-05-09,WC Qualification Asia,2022,Forward,Palestine,74,0,74,Palestine,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2.43,37,74,0,0,0,-1,-1,-1,11
Yasin Salmani,20,1014796800,2002-02-27,WC Qualification Asia,2022,Midfielder,Iran,0,0,0,Iran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Yasir Gharsan Al Shahrani,29,718700400,1992-10-10,WC Qualification Asia,2022,Defender,Saudi Arabia,1342,712,630,Saudi Arabia,15,8,7,2,2,0,0,0,0,0,0,10,7,3,8,1,7,1,0,0.13,0,0.13,0.25,0,671,0.54,168,89,1342,0,0.07,190,235,50,6
Yasser Hamed Mayor,24,881654400,1997-12-09,WC Qualification Asia,2022,Defender,Palestine,720,360,360,Spain,8,4,4,3,2,1,0,0,0,0,0,4,4,0,10,0,10,2,0,0.38,0,0.38,0.5,0.25,240,1.25,72,90,360,0,0.25,66,439,127,2
Yasuto Wakisaka,27,802854000,1995-06-11,WC Qualification Asia,2022,Midfielder,Japan,0,0,0,Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Yaty Sou,30,692956800,1991-12-17,WC Qualification Asia,2022,Goalkeeper,Cambodia,0,0,0,Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Yazan Abdallah Alnaimat,23,928479600,1999-06-04,WC Qualification Asia,2022,Forward,Jordan,93,0,93,Jordan,2,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,-1,-1,-1,10
Yazan Abo Alarab,26,823075200,1996-01-31,WC Qualification Asia,2022,Defender,Jordan,475,205,270,Jordan,6,3,3,1,0,1,0,0,0,0,0,4,2,2,2,1,1,0,0,0.19,0,0.19,0,0.33,475,0.38,238,79,0,0,0,152,343,33,3
Yazan Naim Hussein,25,865494000,1997-06-05,WC Qualification Asia,2022,Goalkeeper,Qatar,0,0,0,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Yazeed Moien Hasan Abu laila,29,726480000,1993-01-08,WC Qualification Asia,2022,Goalkeeper,Jordan,0,0,0,Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ye Tun Zaw,28,772786800,1994-06-28,WC Qualification Asia,2022,Defender,Myanmar,406,180,226,Myanmar,5,2,3,0,0,0,0,0,0,0,0,0,0,0,28,10,18,0,0,0,0,0,0,0,0,6.21,15,81,0,0,0,244,161,227,18
Yeasin Arafat,19,1041753600,2003-01-05,WC Qualification Asia,2022,Defender,Bangladesh,90,90,0,Bangladesh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,30,90,0,0,0,-1,-1,-1,15
Yegor Krimets,30,696499200,1992-01-27,WC Qualification Asia,2022,Defender,Uzbekistan,90,0,90,Uzbekistan,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,2,45,90,90,0,1,-1,-1,-1,31
Yehya Sulaiman Al Shehri,32,646383600,1990-06-26,WC Qualification Asia,2022,Midfielder,Saudi Arabia,218,75,143,Saudi Arabia,3,1,2,0,0,0,0,0,0,0,0,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0.83,109,73,0,0,0,-1,-1,-1,44
Yen-shu Wu,22,940489200,1999-10-21,WC Qualification Asia,2022,Midfielder,Taiwan,29,29,0,Taiwan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,9.31,10,29,0,0,0,-1,-1,-1,23
Yeshey Dorji,33,599731200,1989-01-02,WC Qualification Asia,2022,Forward,Bhutan,0,0,0,Bhutan,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Yhlas Magtymow,30,703753200,1992-04-20,WC Qualification Asia,2022,Midfielder,Turkmenistan,33,25,8,Turkmenistan,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,-1,-1,-1,21
Yhlas Saparmammedov,25,856857600,1997-02-25,WC Qualification Asia,2022,Midfielder,Turkmenistan,50,28,22,Turkmenistan,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,5.4,17,25,50,0,1.8,-1,-1,-1,7
Yi Hsu,32,624956400,1989-10-21,WC Qualification Asia,2022,Midfielder,Taiwan,19,2,17,Taiwan,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.74,19,10,0,0,0,-1,-1,-1,8
Yi-wei Chen,35,543830400,1987-03-27,WC Qualification Asia,2022,Defender,Taiwan,180,90,90,Taiwan,2,1,1,1,1,0,0,0,0,0,0,0,0,0,16,7,9,0,0,0.5,0,0.5,1,0,180,8,11,90,0,0,0,-1,-1,-1,2
Ying Zhi Ju,35,554108400,1987-07-24,WC Qualification Asia,2022,Midfielder,Hong Kong,90,0,90,Hong Kong,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,27
Yint Aung Ye,24,888480000,1998-02-26,WC Qualification Asia,2022,Defender,Myanmar,0,0,0,Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Yogendra Duckson Puslas,32,639212400,1990-04-04,WC Qualification Asia,2022,Defender,Sri Lanka,630,270,360,Sri Lanka,7,3,4,0,0,0,0,0,0,0,0,0,0,0,24,10,14,1,0,0,0,0,0,0,0,3.43,26,90,630,0,0.14,404,369,213,25
Yong Lee,35,535795200,1986-12-24,WC Qualification Asia,2022,Defender,South Korea,796,346,450,South Korea,11,6,5,0,0,0,0,0,0,0,0,8,4,4,2,1,1,1,0,0,0,0,0,0,0,0.23,398,72,796,0,0.11,233,116,9,36
Yoshitaka Komori,35,543830400,1987-03-27,WC Qualification Asia,2022,Midfielder,Taiwan,139,2,137,Japan,3,1,2,0,0,0,0,0,0,0,0,0,0,0,6,0,6,1,0,0,0,0,0,0,0,3.88,23,46,139,0,0.65,-1,-1,-1,12
Yosief Mohammad,23,915177600,1999-01-01,WC Qualification Asia,2022,Defender,Syria,178,0,178,Syria,3,0,3,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0.51,178,59,0,0,0,-1,-1,-1,44
Young Bin Kim,30,685350000,1991-09-20,WC Qualification Asia,2022,Defender,South Korea,10,0,10,South Korea,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-1,-1,-1,18
Young Gwon Kim,32,636105600,1990-02-27,WC Qualification Asia,2022,Defender,South Korea,1080,540,540,South Korea,12,6,6,2,2,0,0,0,0,0,0,8,4,4,4,2,2,2,0,0.17,0,0.17,0.33,0,540,0.33,270,90,540,0,0.17,162,119,31,5
Young Wook Cho,23,918201600,1999-02-05,WC Qualification Asia,2022,Forward,South Korea,13,0,13,South Korea,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,-1,-1,-1,37
Yousef Ahmad Mohammad Al Rawashdeh,32,637401600,1990-03-14,WC Qualification Asia,2022,Midfielder,Jordan,161,86,75,Jordan,3,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,-1,-1,-1,16
Yousef Jaber Naser Al Hammadi,37,478166400,1985-02-25,WC Qualification Asia,2022,Defender,UAE,90,0,90,UAE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,27
Yousef Mohammad Abualjazar,22,940834800,1999-10-25,WC Qualification Asia,2022,Defender,Jordan,0,0,0,Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Yousef Nasser Al Salman,31,655455600,1990-10-09,WC Qualification Asia,2022,Forward,Kuwait,494,214,280,Kuwait,7,3,4,2,0,2,0,0,0,0,0,5,3,2,1,0,1,0,0,0.36,0,0.36,0,0.64,247,0.18,494,71,0,0,0,71,124,-1,2
Yousof Ejaz Butt,32,624697200,1989-10-18,WC Qualification Asia,2022,Goalkeeper,Pakistan,180,90,90,Pakistan,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,0,0,0,0,0,0,0,2,45,90,180,0,0.5,-1,-1,-1,2
Youssef Abdel Razaq Youssef,23,933922800,1999-08-06,WC Qualification Asia,2022,Midfielder,Qatar,359,190,169,Qatar,5,3,2,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,455,455,-1,23
Youssef Al Hamawi,25,854784000,1997-02-01,WC Qualification Asia,2022,Forward,Syria,167,0,167,Syria,2,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,1.08,84,84,0,0,0,-1,-1,-1,15
Yu-hung Chiu,28,778316400,1994-08-31,WC Qualification Asia,2022,Goalkeeper,Taiwan,0,0,0,Taiwan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Yu-ting Ko,28,758880000,1994-01-18,WC Qualification Asia,2022,Forward,Taiwan,2,0,2,Taiwan,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,20
Yuen Ho Chun,27,806137200,1995-07-19,WC Qualification Asia,2022,Goalkeeper,Hong Kong,0,0,0,Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Yukinari Sugawara,22,962175600,2000-06-28,WC Qualification Asia,2022,Defender,Japan,0,0,0,Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Yuning Zhang,25,852451200,1997-01-05,WC Qualification Asia,2022,Forward,China,587,341,246,China,12,6,6,3,3,0,1,1,0,0,0,2,1,1,7,2,5,2,0,0.61,0.15,0.46,0.79,0,196,1.07,84,49,294,587,0.31,57,43,-1,6
Yustinus Pae,39,424854000,1983-06-19,WC Qualification Asia,2022,Defender,Indonesia,180,180,0,Indonesia,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2.5,36,90,0,0,0,-1,-1,-1,43
Yuta Nakayama,25,856080000,1997-02-16,WC Qualification Asia,2022,Defender,Japan,230,149,81,Japan,8,4,4,0,0,0,1,1,0,0,0,5,2,3,1,1,0,0,0,0.39,0.39,0,0,0,0,0.39,230,29,0,230,0,-1,-1,-1,24
Yuto Nagatomo,35,526892400,1986-09-12,WC Qualification Asia,2022,Defender,Japan,1118,481,637,Japan,14,6,8,1,1,0,3,3,0,0,0,11,4,7,3,2,1,1,0,0.32,0.24,0.08,0.19,0,1118,0.24,373,80,1118,373,0.08,223,22,11,21
Yūya Ōsako,32,643014000,1990-05-18,WC Qualification Asia,2022,Forward,Japan,891,367,524,Japan,11,5,6,10,6,4,3,2,1,2,0,8,3,5,2,1,1,0,0,1.31,0.3,1.01,1.47,0.69,89,0.2,446,81,0,297,0,5,11,-1,2
Zafar Babajanow,35,539856000,1987-02-09,WC Qualification Asia,2022,Defender,Turkmenistan,270,180,90,Turkmenistan,3,2,1,1,1,0,0,0,0,0,0,1,1,0,7,2,5,0,0,0.33,0,0.33,0.5,0,270,2.33,39,90,0,0,0,-1,-1,-1,3
Zahir Sulaiman Abdullah Al Aghbari,23,927874800,1999-05-28,WC Qualification Asia,2022,Midfielder,Oman,809,442,367,Oman,13,6,7,0,0,0,1,0,1,0,0,5,2,3,7,4,3,0,0,0.11,0.11,0,0,0,0,0.78,116,62,0,809,0,266,61,-1,27
